id,name,key,description,namespace,permission_set,value,status,error,mode
164,F00920,feature-1-card,,shared,write_and_sf_access,"<!-- Product feature card container -->
<div style=""display: flex; align-items: center; gap: 20px; max-width: 1200px; margin: 0 auto; padding: 20px; border: 1px solid #ddd; border-radius: 10px; background: #f9f9f9; flex-wrap: nowrap;"">

    






<!-- Text content -->
    






<div style=""flex: 1; min-width: 300px;"">
        






<h2>Control Technology</h2>







        






<h3>Elevate Your Riding Experience.</h3>







        






<p>Discover the pinnacle of riding pleasure with Riese &amp; Müller's Control Technology. Engineered for maximum safety and dynamism, this advanced system guarantees an exhilarating journey every time. Experience the seamless harmony of the perfectly tuned full suspension rear swing arm, delivering unparalleled sportiness and superior traction, even at top speeds. At the heart of Control Technology lies an active rear swing arm, complemented by optimized front wheel suspension and a co-sprung luggage carrier. Together, they ensure powerful propulsion and a sporty ride, all while minimizing energy loss. Welcome to a new level of riding enjoyment.</p>







    </div>








    






<!-- Image -->
    






<div style=""flex-shrink: 0; max-width: 40%; text-align: center;"">
        </div>

<div class=""se-component se-image-container __se__float-center"">
    
    
    
    
    
    
    <figure style=""margin: 0px; width: 392px;"">







                                                      <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/Homage4GT/ControlTechnology.jpg"" alt=""Feature Image"" style=""max-width: 100%; height: auto; display: block; border-radius: 5px; width: 392px;"" data-proportion=""true"" data-align=""center"" width=""392"" height=""auto"" data-size=""392px,auto"" data-file-name=""ControlTechnology.jpg"" data-file-size=""0"" origin-size=""1600,1067"" data-origin=""392px,auto"" data-index=""0"">







        </figure>
</div>

<div style=""flex-shrink: 0; max-width: 40%; text-align: center;"">
    
    
    
    
    
    
    <figure style=""margin: 0;"">







            
        </figure>
</div>

<div style=""flex-shrink: 0; max-width: 40%; text-align: center;"">
    </div>
</div>
<p></p>",completed,,create_update
223,F01102,feature-6-card,,shared,write_and_sf_access,"<!-- Product feature card container -->
<div class=""product-feature-card"" style=""display: flex; align-items: flex-start; gap: 2rem; margin: 2rem 0;"">
    <!-- Text content -->
    <div class=""feature-content"" style=""flex: 1; min-width: 0;"">
        <h2>Sleek frame. Serious power.</h2>
        
        
        
        <p>A sleek 750 Wh battery and Bosch motor deliver up to 100 km per charge. Add the bottle-sized PowerMore 250 for 50 km more — just clip it on and ride.</p>
    </div>
    
    <!-- Image -->
    <div class=""feature-image"" style=""flex: 0 0 300px; max-width: 300px;"">
        <figure style=""margin: 0;"">
            <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/feature/Charger_Charger4_feature_sleek-frame-serious-power.jpg"" alt=""Sleek frame. Serious power."" style=""width: 100%; height: auto; max-width: 300px; border-radius: 8px;"" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_feature_sleek-frame-serious-power.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" data-percentage=""auto,auto"">
        </figure>
    </div>
</div>
    ",completed,,create_update
223,F01102,option-1-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_750-wh-powermore-250-go-even-further.jpg"" alt=""750 Wh + PowerMore 250 — Go even further."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_750-wh-powermore-250-go-even-further.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-2-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_bosch-ebike-abs-20-brake-hard-stay-in-control.jpg"" alt=""Bosch eBike ABS 2.0 — Brake hard, stay in control."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_bosch-ebike-abs-20-brake-hard-stay-in-control.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-3-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_cockpit-with-kiox-300-smart-sleek-sporty.jpg"" alt=""Cockpit with Kiox 300. Smart. Sleek. Sporty."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_cockpit-with-kiox-300-smart-sleek-sporty.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-4-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_comfort-kit-sit-back-and-enjoy-the-ride.jpg"" alt=""Comfort Kit – Sit back and enjoy the ride."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_comfort-kit-sit-back-and-enjoy-the-ride.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-5-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_extra-security-neatly-packed.jpg"" alt=""Extra security, neatly packed."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_extra-security-neatly-packed.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-6-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_front-carrier-with-bag-carry-more-ride-smarter.jpg"" alt=""Front Carrier with Bag – Carry more, ride smarter."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_front-carrier-with-bag-carry-more-ride-smarter.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-7-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_front-carrier-pack-light-ride-free.jpg"" alt=""Front Carrier – Pack light, ride free."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_front-carrier-pack-light-ride-free.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-8-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_heated-saddle-warmth-on-demand.jpg"" alt=""Heated Saddle – Warmth on demand"" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_heated-saddle-warmth-on-demand.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
223,F01102,option-9-card,,shared,write_and_sf_access,"<!-- Example of another card -->
<div class=""swiper-slide"">
    <div class=""se-component se-image-container __se__float- __se__float-none"">
        <figure>
          <img src=""https://store-c8jhcan2jv.mybigcommerce.com/product_images/product_modules/Riese%20%26%20Muller/Charger/Charger4/product-options/Charger_Charger4_product-options_offroad-kit-built-for-the-rough-stuff.jpg"" alt=""Offroad Kit – Built for the rough stuff."" data-proportion=""true"" data-align=""none"" data-index=""0"" data-file-name=""Charger_Charger4_product-options_offroad-kit-built-for-the-rough-stuff.jpg"" data-file-size=""0"" data-origin="","" data-size="","" data-rotate="""" data-rotatex="""" data-rotatey="""" style="""" width="""" height="""" data-percentage=""auto,auto"">
        </figure>
    </div>
    
    <div class=""card"">
    <div class=""card-info"">
    <div class=""card-title"">Kiox 300 cockpit</div>
    
    <div class=""card-description"">The Kiox 300 display is perfect for sporty riders: it displays more than just fitness data, helping riders to optimise their training. It is even possible to pair it with heart rate monitors via Bluetooth. Map-free navigation (only in conjunction with a smartphone) completes the features of the Kiox 300. It can be intuitively operated using the LED Remote on the handlebars.</div>
    
    <div class=""card-price"">£47.00</div>
    <button class=""more-info-btn"">More Information</button></div>
    </div>
    </div>
    
    <!-- Repeat the above card structure for each product -->
    ",completed,,create_update
